Kurt-A3,MeanAD-A3,MedianAD-A3,Energy-A3,MedianAD-D3,Energy-D3,frequence,target
-0.6783278367047076,0.25914768634258206,0.35192880340093874,265273.16898434097,0.05119404560548653,26.593132256252503,30,0
-0.6772336665641778,0.2573453099909169,0.34985200817718715,265219.17349136923,0.051160530533100546,26.296542358023046,30,0
-0.7443009493679704,0.26010720241800467,0.3568013672611151,265232.29479298124,0.05151578319961771,26.373235749959907,30,0
-0.531095996148649,0.2546103409796209,0.33684763135716955,263866.32720103685,0.04958337961479668,25.154779895972453,30,0
-0.47469962035792745,0.2539514310077852,0.32803166257067073,263990.9676181246,0.049381185420178914,25.05817816720644,30,0
-0.527311871986087,0.256053759832506,0.33550312567746243,263975.7842914471,0.04920242220106147,25.2298407385707,30,0
-0.5904940651607333,0.2532813148252521,0.34258409027782055,263911.5105559404,0.049660988361460524,24.912496089881394,30,0
-0.5847845143636952,0.25312221747238134,0.33526507638763203,263901.15136363043,0.04948652543327333,25.002889526032263,30,0
-0.6304411908563297,0.2540353394981019,0.3452436088560273,263951.78713746695,0.049546668011786296,24.84363360841346,30,0
-0.6224980040114954,0.25303851723909515,0.3370198205136403,263885.9359932847,0.04969652995305924,24.98213622863895,30,0
-0.6119526132804278,0.2519997122102791,0.33918356682342743,263921.8982074251,0.04911362559721047,24.884848784040543,30,0
-0.6698995318419314,0.25179416479011685,0.3429025650902174,264304.69591516105,0.04918569779042389,24.55170912726534,30,0
-0.662628299713778,0.2516152737807847,0.3446496976443848,264023.837908065,0.04934429281577239,24.509390265146568,30,0
-0.6533593671845268,0.2524083913551741,0.3378709116996842,264107.9825918077,0.048863646692679424,24.59191199318205,30,0
-0.7008472981978255,0.25244733618458814,0.34275504317177086,264194.0730624292,0.04920973802122073,24.397029488575523,30,0
-0.6938796815604107,0.2519260129988865,0.34140432543221083,264284.1394824634,0.04869134278592166,24.3363182685893,30,0
-0.671864214439895,0.2501682072246053,0.3441493115814246,263961.7155099612,0.048938487162617894,24.343182875308358,30,0
-0.6986316111968853,0.24994488523974945,0.339179959790833,264098.28744608874,0.04915242997054184,24.40866381738319,30,0
-0.0635540275360138,0.10361911194116698,0.124662486181702,264602.5081947829,0.03068882764775558,10.087898522959863,30,0
-0.09882550242600363,0.10434984965404553,0.1258663752611507,264841.5913980228,0.031213929447917725,10.130706019335578,30,0
-0.06843839537815244,0.10413269070019324,0.12474459397262062,263542.86428077664,0.031200829821803833,10.115793668401636,30,0
-0.07050781060484423,0.10401656483141948,0.12447708264883009,263526.5504951929,0.030996361855468786,10.124713182736798,30,0
-0.03049499850636961,0.10363716350717801,0.12293148653480904,263595.97453773825,0.03095940299995431,10.081855094990022,30,0
0.03413928019218693,0.10223394451744854,0.12027874077257614,263504.61074169364,0.030183713039966205,9.935689261404942,30,0
-0.004663211950356683,0.1028568254233035,0.12330900016541528,263383.2999378424,0.031127406615782977,10.188790580390176,30,0
-0.09935426457271612,0.10498276410851803,0.12593469016762218,263360.0724559466,0.031211161171192804,10.120562431075154,30,0
-0.009380651773266191,0.10387393589494454,0.12243787328782008,263666.7174651555,0.030851541962637834,10.172576024756982,30,0
0.02014502862713119,0.10313372302617578,0.12083821415292344,263630.4270350846,0.031043404807869095,10.16772477318681,30,0
0.005145060025330217,0.10357268574823787,0.12282688827922522,263582.0967512113,0.03076821566112728,9.970149878571743,30,0
0.039046738974188866,0.10301082497937737,0.12187660288883338,263642.1455497377,0.030843056131066734,9.923515759012735,30,0
-0.018224341157129675,0.10422136265184984,0.12309174607657822,263860.9364947246,0.03110330013387616,10.147200288718862,30,0
0.020505633754786423,0.10301169131634921,0.12185767095758752,263768.23801155435,0.03067412975632971,9.975073988900686,30,0
0.020360591227303715,0.10260126770089537,0.1213355184355447,263875.99188091815,0.030988551530302617,10.040825785838564,30,0
0.06891823006088549,0.10208300947069503,0.11892732977468026,263993.07332570886,0.030613311671413006,9.893971434258415,30,0
-1.3300345195173375,0.1641243642854579,0.25356146085851716,263951.76505981025,0.03210646078180253,9.105886548242998,30,0
-1.3447764040204562,0.16760394260560807,0.26040333865985005,263979.1753004149,0.03247708684614882,9.522972280517747,30,0
-1.3402357737844024,0.16603442368998494,0.2579792820961456,264055.21587619104,0.03159992891009431,9.781227581611613,30,0
-1.3348170159790107,0.1652350743374451,0.2550742836576648,263971.9767015261,0.031590767572119274,9.721031432427818,30,0
-1.3315260942982923,0.1655582112382559,0.2569287164930293,264116.8370915241,0.032349980373973936,9.929314254601064,30,0
-1.340239868983053,0.16686662181365805,0.258109850103381,263963.155680504,0.032214569071621374,10.168420825885647,30,0
-1.3422190154068923,0.16669521769910864,0.25849141677241144,264064.65939132473,0.03190930863562519,10.025044922506895,30,0
-1.348442932302625,0.16736727335380192,0.2603441850913561,263945.7996231059,0.03211377660196073,9.774144793112917,30,0
-1.3431723242610452,0.16812655866376114,0.26135576531974214,264030.9372635196,0.032411226712790286,9.900115155581624,30,0
-1.3407948578541884,0.1672371157518157,0.2601269310025197,263828.47073810693,0.03206378437144085,9.874846051249444,30,0
-1.3513401094579653,0.16883155146033657,0.26159768664660216,263901.31618001556,0.0322964781092151,10.020535015291212,30,0
-1.346787515523763,0.16730504714765615,0.25949851570847454,264045.9860537131,0.03161093576588715,9.552699606674448,30,0
-1.3366942633388574,0.1640163792414489,0.25353674512131447,264089.90569077176,0.03161118301839207,9.630418729776352,30,0
-1.3247015883732358,0.16267707757722125,0.2512102182455369,264164.0490107388,0.0312004015679041,9.570491458073292,30,0
-1.3258636901235565,0.16188028133728266,0.24982900096282068,264174.42549724295,0.03233663349535402,9.746715368553991,30,0
-1.3305435099540333,0.16336648818628594,0.25176847311529543,264015.2857699081,0.03189258422498627,9.606387104915317,30,0
-0.6881603167347414,0.2792356187490052,0.3796613863652416,265082.9237645875,0.05701000728979799,34.403092042017676,35,0
-0.6985528024180625,0.2785234695685597,0.37867519738045907,265139.39820757526,0.05736575446132362,34.21497210847138,35,0
-0.7213129581250879,0.2761839118095657,0.37666452729450095,265035.4745035031,0.056670375273615625,33.621574249942185,35,0
-0.7139012045193853,0.2755814766210349,0.37749284525951604,265102.44821661356,0.05634082735431711,33.54854640232813,35,0
-0.7122620303794442,0.2752261136721542,0.37540143614737864,264976.774293464,0.056784629372182184,33.39946097408718,35,0
-0.7137506917104983,0.27479629115471343,0.37573406584701585,264741.4628057253,0.05634402388494206,33.289734257595576,35,0
-0.7247708944521127,0.27419789069993583,0.3753038887075201,264554.9231073748,0.05604405274989154,32.731188696808836,35,0
-0.7205788141633529,0.27397558195069355,0.3749061406320374,264477.559240864,0.05538446240628618,32.82518942727443,35,0
-0.7145255275329974,0.2734884863268088,0.3738360823415583,264477.2514299366,0.05627010617391183,32.90001773097703,35,0
-0.7102366880468147,0.2733036694886051,0.37198626330073564,264659.2170077058,0.05573104823983678,32.870564766022596,35,0
-0.7058399245747564,0.2728393619515652,0.3725054842965875,264766.86742762267,0.0557969083731949,32.497670488098365,35,0
-0.7114879300558936,0.2725293658392772,0.37326123556338053,264856.4910008121,0.05481207040122059,32.137018855655896,35,0
-0.714092012123253,0.27215733768207834,0.3714805394376497,264979.8813925345,0.0550351745471206,32.131696872286746,35,0
-0.7072797139092342,0.26765114069666684,0.36481042253888757,265454.7902250728,0.05358686086852103,30.62083845258153,35,0
-0.7024068226977489,0.2676597085857476,0.3651086629064073,265442.49811802234,0.053395179024687836,30.539733130719764,35,0
-0.7047765632936844,0.267353451696673,0.3654193451455686,265357.8742937169,0.05426040734604127,30.869916513927052,35,0
-0.26690881479196404,0.11979426583969138,0.14847826097856232,263783.2540606505,0.03792476248893779,14.794486603901943,35,0
-0.19682577890204644,0.11940082694831801,0.1463274995446026,264415.0416921637,0.03808495577959975,15.18565828199063,35,0
-0.19681443797578746,0.11845323892789504,0.14555739463724482,263399.6236739595,0.03703198390255062,14.144676315549063,35,0
-0.19681443797578746,0.11845323892789504,0.14555739463724482,263399.6236739595,0.03703198390255062,14.144676315549063,35,0
-0.1813495329747674,0.1178537754270529,0.14285735867010554,263403.1841602854,0.03707927410745333,14.058131664650137,35,0
-0.18062839169667333,0.11739736685195452,0.14186189359706158,263456.55885782314,0.037053816612740154,13.91884390581144,35,0
-0.18897466488928627,0.11824134150456349,0.14506821418340107,263291.18099109567,0.03776893574031503,14.334219669179703,35,0
-0.19311396641756717,0.11914957017271639,0.14472120009595169,266744.40445001796,0.03782606278959788,14.779533720607034,35,0
-0.17649565056114724,0.11919544169558344,0.14486244370343454,263402.0547060525,0.03717723204928151,14.618208121737634,35,0
-0.1785135601049963,0.11881339007249737,0.14370174329128563,263251.66753105866,0.03821692329882155,14.782903290339245,35,0
-0.17016955889436192,0.11785060430735157,0.1434429165523955,263551.6023481003,0.037547001605828495,14.32767857413435,35,0
-0.17353143559554463,0.11852767427585276,0.1451014820032833,263583.0812126873,0.03757934666680133,14.579579260761193,35,0
-0.16387049560744504,0.1172127382809364,0.14278695099331415,263232.43558924494,0.03747240838839449,14.33645893384675,35,0
-0.14173556161186296,0.11748625271482513,0.1427753348822254,263223.85993928,0.0379750019719618,14.557512814724273,35,0
-0.15005407626961054,0.11824617144856818,0.14369017567937792,263252.8549858145,0.03802623046500418,14.556280524577458,35,0
-0.15957623609312588,0.11823521675367388,0.14398971856052828,263340.973352618,0.03755179640176644,14.73172417491565,35,0
-1.2059233943879186,0.13643124311667348,0.2054207436185791,263465.76396026416,0.035956998313916064,10.894742924961118,35,0
-1.2719717026409163,0.13641266312142217,0.2061420748060106,262279.9393395445,0.035748839311946716,10.77129790359376,35,0
-1.2678709718583578,0.13511658455003908,0.20494434928723837,262279.1503566941,0.035150314305762764,10.564177694875154,35,0
-1.2704361119095935,0.13489140604759625,0.20459161764494163,262307.2026006946,0.0351257795699568,10.580926200905804,35,0
-1.2635515001142517,0.13429817309043243,0.20374903004240028,262466.381825416,0.034882259977786594,10.3539094230192,35,0
-1.2677208150005297,0.1315016530859704,0.1992577193476415,262509.094840302,0.03556706056359976,10.386107688363008,35,0
-1.2610612520132403,0.13165312648827412,0.19971671376193995,262617.5353593817,0.035578809176906104,10.527871433273791,35,0
-1.2658355259213407,0.1342297024985795,0.20384624622671424,262613.4170915007,0.035199878282382586,10.598219236735899,35,0
-1.2729513906895427,0.1341051815927463,0.20295918519517359,262569.2725197645,0.03551202628463847,10.613745123534274,35,0
-1.2710441328967628,0.13411738708002963,0.20379015668662753,262362.10331772466,0.03580092431278798,10.656140724157238,35,0
-1.2714654138122368,0.13404949896279367,0.20407907246670812,262469.63860920485,0.03549683388820467,10.676210475076218,35,0
-1.2762741149242363,0.13359415116918918,0.20376796197364677,262295.55152914533,0.035271274969192724,10.656556335479141,35,0
-1.2762741149242363,0.13359415116918918,0.20376796197364677,262295.55152914533,0.035271274969192724,10.656556335479141,35,0
-1.2700325890858226,0.1317600118888459,0.20073475330268764,262450.48521765147,0.034837985302112476,10.483688005024403,35,0
-1.2741458134863395,0.1322117483690504,0.2009310311891327,262570.22962429177,0.035539329297169395,10.441231677248833,35,0
-0.6745947204285345,0.285462505862898,0.384902790525399,259714.28171637043,0.05667055627501168,35.27520971562265,40,0
-0.6544170043694302,0.2829251200371323,0.38255307105065783,259718.36908546046,0.056777865432174446,34.858911196588,40,0
-0.6857685156974944,0.2829597647383463,0.3844546462150861,259090.97694440786,0.056130180453682274,34.71553978472349,40,0
-0.6908000473709492,0.2814278920614269,0.38020874912949265,258879.40040871387,0.05579272283255311,34.47854093654499,40,0
-0.6908000473709492,0.2814278920614269,0.38020874912949265,258879.40040871387,0.05579272283255311,34.47854093654499,40,0
-0.6629135177591556,0.2798973365098685,0.3776750191362085,258877.6037050301,0.05517255499354086,34.11632366536085,40,0
-0.6506990567496516,0.2800392286173186,0.37738217632226334,258519.01032686955,0.055563810631110044,33.97259389289603,40,0
-0.6516852545383793,0.2799346991755323,0.3765667503540687,258820.88688041992,0.0560090299128905,34.2784345605362,40,0
-0.6880818064123897,0.2793814237093866,0.37847046678799534,259221.0375213935,0.054840329298215,33.51590920823088,40,0
-0.7108904548885313,0.27800518387148393,0.3785181278716549,259265.39927447506,0.05545481270793587,33.89327551821643,40,0
-0.7105310837019387,0.27706871742355066,0.3797065199270214,259098.00320162642,0.05555812620181784,33.81138412427656,40,0
-0.7242960684295583,0.2783632836767773,0.3797787731216293,259125.50741392418,0.056165688919725565,33.72841903006809,40,0
-0.7093256321987078,0.2769462550750294,0.3806356788608766,258920.62959470076,0.05487015333496696,33.6449719456415,40,0
-0.7093256321987078,0.2769462550750294,0.3806356788608766,258920.62959470076,0.05487015333496696,33.6449719456415,40,0
-0.7075059598930293,0.2765638888858709,0.37639658121915254,258966.2294854859,0.055956302531200625,33.66451841800793,40,0
-0.7116009528418341,0.2761402766928219,0.3765576883927573,258643.16613302636,0.0545339319763599,33.30915459714534,40,0
-0.6992309937152288,0.27632007058937014,0.37417904988824124,258485.29168319853,0.054919503184637786,33.32813515987394,40,0
-0.6730938704373393,0.27560471645033424,0.3725636068535445,259028.88741655217,0.05547602728686363,33.59342167517961,40,0
-0.6709501822886388,0.27635518686330923,0.3735050840327888,258814.44437477714,0.05492349884791835,33.483002276407674,40,0
-0.6709501822886388,0.27635518686330923,0.3735050840327888,258814.44437477714,0.05492349884791835,33.483002276407674,40,0
-0.7037115973224015,0.2757237384501834,0.375041066305346,258657.65439692003,0.05477437866415874,33.143362685514376,40,0
-0.6688998014804,0.2729757143655216,0.36748893929944826,258772.30372406286,0.05402214392926134,32.71104966173517,40,0
-0.262765580601497,0.12734354843494466,0.159293729745761,261998.19881119355,0.04021100147635821,16.424566143844793,40,0
-0.24555971874020077,0.12707154798809162,0.15699396287832762,262027.79362880037,0.04027004029456681,16.64413309421895,40,0
-0.25246724327323733,0.12747380709716782,0.15868210511346337,261775.69261885644,0.04107580154381224,16.67498609160871,40,0
-0.22069263034729714,0.1271605090631565,0.15670905163749416,261705.88573189295,0.04054221391207756,16.476453846414675,40,0
-0.1756335158389204,0.1270154723215393,0.15372281966782522,262027.14648931925,0.04024089176421933,16.570851372152127,40,0
-0.1756335158389204,0.1270154723215393,0.15372281966782522,262027.14648931925,0.04024089176421933,16.570851372152127,40,0
-0.2570673082620951,0.1296633249863296,0.1607580438294142,262029.01088985748,0.04044788075477483,16.506835682503898,40,0
-0.21379929876745107,0.12791048388842305,0.15610235430335256,261946.71043958626,0.04010271218514283,16.325109330324352,40,0
-0.23050143821684177,0.12732861843262314,0.15762489919659342,261985.3114623637,0.0396728663011917,16.36135665764047,40,0
-0.23050143821684177,0.12732861843262314,0.15762489919659342,261985.3114623637,0.0396728663011917,16.36135665764047,40,0
-0.23881182809192403,0.1274783482069963,0.15703209174525645,262243.44121893623,0.03970933065169782,16.042425766279514,40,0
-0.23881182809192403,0.1274783482069963,0.15703209174525645,262243.44121893623,0.03970933065169782,16.042425766279514,40,0
-0.18570929396571634,0.1277731326236542,0.15520084263288836,262162.74018390046,0.03969697278309731,16.083111039714446,40,0
-0.23552086971063302,0.12920700120816525,0.15828633505801676,262301.6644165538,0.03969974105982277,16.093351928394682,40,0
-0.22864965813830507,0.12823121402504423,0.15750510854457772,262128.78932056352,0.03987573600221439,16.233592218069077,40,0
-0.23660499321651685,0.12867996299807202,0.1573177932427799,262230.69967756874,0.039821558231051934,16.273596026846334,40,0
-1.4032265061835927,0.17725133989353933,0.27915905329334284,261233.46973754605,0.03744166159273392,12.345503698235376,40,0
-1.3975979411674584,0.17508484873492247,0.2749256288266356,261389.15143225258,0.03744670364117558,12.39635983595764,40,0
-1.3975979411674584,0.17508484873492247,0.2749256288266356,261389.15143225258,0.03744670364117558,12.39635983595764,40,0
-1.4044452984548434,0.1780596675196628,0.2808882251743484,261422.10117844617,0.03774987130685127,12.448906492458931,40,0
-1.4047049585973959,0.17688578238071695,0.2789171142145531,261508.53071290976,0.03718781065117383,12.266536873900128,40,0
-1.4080903494481156,0.17753161274325088,0.2811511534508444,261558.2196038947,0.03752910718377691,12.428665218068549,40,0
-1.4080903494481156,0.17753161274325088,0.2811511534508444,261558.2196038947,0.03752910718377691,12.428665218068549,40,0
-1.3951271418222475,0.17519780378216707,0.27620602289244534,261622.67404397915,0.03724979874750339,12.148541657799134,40,0
-1.3951271418222475,0.17519780378216707,0.27620602289244534,261622.67404397915,0.03724979874750339,12.148541657799134,40,0
-1.405069040746385,0.1762406706648309,0.27722935173413904,261541.01303754075,0.03782606278959878,12.387582874803321,40,0
-1.402668710569698,0.1764897549908497,0.2779851030009314,261960.55088750736,0.03730053273553559,12.216181124919888,40,0
-1.4023310661884647,0.17794493019357896,0.27938485946485947,261744.42878484205,0.03751760582297643,12.282873427829491,40,0
-1.3985444762276495,0.17884416321086977,0.2826553934200665,261996.9101211293,0.03741663235191969,12.367580679892473,40,0
-1.3985444762276495,0.17884416321086977,0.2826553934200665,261996.9101211293,0.03741663235191969,12.367580679892473,40,0
-1.4048149140529933,0.1765375271280705,0.27685343636884585,262164.2634789328,0.037069618264470396,12.232755779101467,40,0
-1.4085640810449254,0.17630589723155474,0.2769505863020517,261870.31614896547,0.03768720770411699,12.405258079255523,40,0
-1.3982056788563386,0.17547241722135173,0.2764875388493277,262185.2628224879,0.037553889172087414,12.348144126087602,40,0
-0.660392613916402,0.28520865473747076,0.37605203727843867,257568.7756634968,0.0556028622569462,35.47816845904602,45,0
-0.6583634106614831,0.2837734926089253,0.38359909798630365,257612.71991008456,0.05616568891972532,35.25188840917218,45,0
-0.6590319406260421,0.28383299657478894,0.38023148684665997,257132.13775160746,0.05570325072229706,35.148641990671955,45,0
-0.6750294366917275,0.280947619439311,0.37938335619300934,257157.76553454675,0.05648069569940374,34.94577011008123,45,0
